pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,glat,glon,sy_dist,sy_disterr1,sy_disterr2
BD-06 1339 b,BD-06 1339,b,1,2,Radial Velocity,2013,2013-03,La Silla Observatory,3.6 m ESO Telescope,2.850,,,0,8.50000,1.30000,-1.30000,0,2.020000,,,0,,,,,,,,,K7/M0 V,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,-1.022,0.043,-0.048,0,-15.71602,211.65797,20.2695000,0.0220000,-0.0218000
BD-06 1339 c,BD-06 1339,c,1,2,Radial Velocity,2013,2013-03,La Silla Observatory,3.6 m ESO Telescope,8.380,,,0,53.00000,8.00000,-8.00000,0,0.495000,,,0,,,,,,,,,K7/M0 V,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,-1.022,0.043,-0.048,0,-15.71602,211.65797,20.2695000,0.0220000,-0.0218000
BD-08 2823 b,BD-08 2823,b,1,2,Radial Velocity,2009,2010-03,La Silla Observatory,3.6 m ESO Telescope,3.610,,,0,12.71320,3.17830,-3.17830,0,1.480000,,,0,,,,,,,,,K3 V,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,0.50,0.26,-0.26,0,-0.626,0.001,-0.001,0,34.75486,248.49513,41.3342000,0.0685000,-0.0682000
BD-08 2823 c,BD-08 2823,c,1,2,Radial Velocity,2009,2010-03,La Silla Observatory,3.6 m ESO Telescope,12.500,,,0,104.00000,10.00000,-10.00000,0,0.293000,,,0,,,,,,,,,K3 V,4746.00,63.00,-63.00,0,0.72,0.02,-0.02,0,0.74,0.07,-0.07,0,-0.626,0.001,-0.001,0,34.75486,248.49513,41.3342000,0.0685000,-0.0682000
BD-10 3166 b,BD-10 3166,b,1,1,Radial Velocity,2000,2000-12,W. M. Keck Observatory,10 m Keck I Telescope,14.100,,,0,187.51970,22.24810,-22.24810,0,0.368000,,,0,,,,,,,,,K0 V,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,-0.191,0.002,-0.003,0,43.23793,263.28467,84.4069000,0.3537000,-0.3508000
BD-11 4672 b,BD-11 4672,b,1,2,Radial Velocity,2014,2015-04,La Silla Observatory,3.6 m ESO Telescope,14.100,,,0,206.58950,15.89150,-19.06980,0,0.405000,,,0,,,,,,,,,K7 V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.804,0.050,-0.050,0,-1.35959,20.54287,27.1665000,0.0346000,-0.0346000
BD-11 4672 c,BD-11 4672,c,1,2,Radial Velocity,2020,2020-09,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,4.040,,,0,15.37000,2.97000,-2.81000,0,1.280000,,,0,,,,,,,,,K7V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.804,0.050,-0.050,0,-1.35959,20.54287,27.1665000,0.0346000,-0.0346000
BD-13 2130 b,BD-13 2130,b,1,1,Radial Velocity,2007,2007-09,La Silla Observatory,1.2 m Leonhard Euler Telescope,12.500,,,0,3108.37740,1449.30480,-1449.30480,0,8.750000,,,0,,,,,,,,,G5 IV/V,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,2.043,0.027,-0.028,0,3.53127,230.52055,925.2140000,41.2110000,-41.2110000
BD-17 63 b,BD-17 63,b,1,1,Radial Velocity,2008,2009-03,La Silla Observatory,3.6 m ESO Telescope,12.800,,,0,1620.90000,38.14000,-38.14000,0,4.250000,,,0,,,,,,,,,K5 V,4714.00,93.00,-93.00,0,0.69,,,0,0.74,0.03,-0.03,0,-0.678,0.040,-0.043,0,-77.87825,95.83026,34.4603000,0.0929000,-0.0924000
BD-210397 b,BD-210397,b,1,2,Radial Velocity,2023,2023-06,La Silla Observatory,3.6 m ESO Telescope,14.000,,,0,214.00000,31.00000,-32.00000,0,0.429000,,,0,,,,,,,,,K7 V,4051.00,239.00,-239.00,0,0.75,0.09,-0.09,0,0.68,0.02,-0.02,0,-0.870,0.006,-0.006,0,-70.45622,199.69949,23.7324000,0.0228000,-0.0227000
BD-210397 c,BD-210397,c,1,2,Radial Velocity,2023,2023-06,La Silla Observatory,3.6 m ESO Telescope,12.900,,,0,1525.57635,190.69704,-190.69704,0,3.910000,,,0,,,,,33.000,5.000,-4.000,0,K7 V,4051.00,239.00,-239.00,0,0.75,0.09,-0.09,0,0.69,0.01,-0.01,0,-0.870,0.006,-0.006,0,-70.45622,199.69949,23.7324000,0.0228000,-0.0227000
CD Cet b,CD Cet,b,1,1,Radial Velocity,2020,2020-08,Calar Alto Observatory,3.5 m telescope,1.820,,,0,3.95000,0.42000,-0.43000,0,3.600000,,,0,464,18,-18,0,87.480,0.250,-0.280,1,M5.0 V,3130.00,51.00,-51.00,0,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,-2.533,0.008,-0.008,0,-43.16780,175.42689,8.6071500,0.0065800,-0.0065800
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,Imaging,2011,2011-10,W. M. Keck Observatory,10 m Keck II Telescope,12.400,,,0,3337.10000,1430.20000,-1430.20000,0,9.620000,,,0,370,40,-40,0,,,,,,580.50,24.50,-24.50,0,,,,,0.02,0.01,-0.01,0,,,,,55.65506,9.59427,23.1000000,2.4000000,-2.4000000
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,b,1,1,Imaging,2021,2020-12,Hubble Space Telescope,2.4 m Hubble Space Telescope,20.849,0.560,-0.560,0,2479.06157,222.47988,-254.26273,0,1.500000,,,0,1800,40,-40,0,,,,,M9-L1,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,-2.850,0.060,-0.060,0,16.96444,353.60499,,,
CHXR 73 b,CHXR 73,b,1,1,Imaging,2006,2006-10,Hubble Space Telescope,2.4 m Hubble Space Telescope,12.300,,,0,3994.48600,2662.99100,-1664.36900,0,11.800000,,,0,,,,,,,,,M3.5,3099.00,128.00,-128.00,0,,,,,0.35,,,0,,,,,-15.92181,297.27760,190.3740000,6.6470000,-6.2200000
CI Tau c,CI Tau,c,1,1,Radial Velocity,2024,2024-03,Multiple Observatories,Multiple Telescopes,,,,,,,,,,,,,,,,,,,,,K7,3807.00,131.00,-131.00,0,1.88,0.09,-0.42,0,0.90,0.02,-0.02,0,-0.255,0.007,-0.007,0,-16.63607,175.46435,157.9980000,1.1980000,-1.1800000
COCONUTS-2 b,COCONUTS-2 A,b,1,1,Imaging,2021,2021-08,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,12.442,0.336,-0.336,0,2002.31896,476.74261,-603.87397,0,5.710000,,,0,434,9,-9,0,,,,,M3 V,3406.00,69.00,-69.00,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,-1.732,0.011,-0.011,0,-23.12313,288.91588,10.8864000,0.0041000,-0.0042000
CT Cha b,CT Cha,b,1,1,Imaging,2007,2008-11,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,24.660,9.080,-6.730,0,5403.00000,1907.00000,-1907.00000,0,1.980000,,,0,2600,250,-250,0,,,,,K5e,4403.00,6.00,-10.00,0,1.68,0.10,-0.16,0,,,,,-0.102,0.004,-0.004,0,-14.90929,296.65359,190.7200000,0.7780000,-0.7710000
CoRoT-1 b,CoRoT-1,b,1,1,Transit,2008,2008-05,CoRoT,0.27 m CoRoT Telescope,16.700,0.900,-0.900,0,327.35000,38.14000,-38.14000,0,0.380000,0.050000,-0.050000,0,1898,50,-50,0,85.100,0.500,-0.500,0,G0 V,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,0.298,0.029,-0.031,0,-2.10712,215.33882,787.9090000,23.4910000,-23.4910000
CoRoT-10 b,CoRoT-10,b,1,1,Transit,2010,2010-09,CoRoT,0.27 m CoRoT Telescope,10.870,0.780,-0.780,0,874.00000,50.85000,-50.85000,0,3.700000,0.830000,-0.830000,0,600,23,-23,0,88.550,0.200,-0.200,0,K1 V,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,-0.726,0.012,-0.012,0,-6.95299,37.36069,338.3860000,3.9865000,-3.9865000
CoRoT-11 b,CoRoT-11,b,1,1,Transit,2010,2010-12,CoRoT,0.27 m CoRoT Telescope,16.030,0.340,-0.340,0,740.51000,108.06000,-108.06000,0,0.990000,0.150000,-0.150000,0,1657,55,-55,0,83.170,0.150,-0.150,0,F6 V,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,0.378,0.023,-0.024,0,4.63005,37.24009,655.0370000,24.9470000,-23.2090000
CoRoT-12 b,CoRoT-12,b,1,1,Transit,2010,2010-09,CoRoT,0.27 m CoRoT Telescope,16.140,1.460,-1.460,0,291.43800,22.24700,-20.65800,0,0.411000,0.129000,-0.094000,0,1442,58,-58,0,85.480,0.720,-0.770,0,,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,0.070,0.010,-0.010,0,-2.45441,213.13155,1126.3700000,55.7450000,-55.7450000
CoRoT-13 b,CoRoT-13,b,1,1,Transit,2010,2010-11,CoRoT,0.27 m CoRoT Telescope,9.920,0.157,-0.157,0,415.70400,20.97600,-20.97600,0,2.340000,0.230000,-0.230000,0,1700,,,0,88.020,0.340,-0.360,0,G0 V,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.073,0.048,-0.054,0,-2.43966,217.39860,1148.9300000,62.1200000,-56.1500000
CoRoT-14 b,CoRoT-14,b,1,1,Transit,2010,2011-04,CoRoT,0.27 m CoRoT Telescope,12.220,0.780,-0.780,0,2415.40000,190.70000,-190.70000,0,7.300000,1.500000,-1.500000,0,1952,66,-66,0,79.600,0.800,-0.800,0,F9 V,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,0.119,0.079,-0.097,0,-2.02059,218.11787,1744.6000000,173.0300000,-144.9000000
CoRoT-16 b,CoRoT-16,b,1,1,Transit,2011,2012-05,CoRoT,0.27 m CoRoT Telescope,13.110,1.790,-1.570,0,170.03200,27.01400,-26.37900,0,0.440000,0.210000,-0.140000,0,,,,,85.010,0.940,-1.200,0,G5 V,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,-0.435,0.041,-0.045,0,1.10110,25.61433,732.4090000,35.3440000,-32.2820000
CoRoT-17 b,CoRoT-17,b,1,1,Transit,2011,2011-07,CoRoT,0.27 m CoRoT Telescope,11.430,0.780,-0.780,0,772.29000,95.34000,-95.34000,0,2.820000,0.380000,-0.380000,0,1626,31,-31,0,88.340,1.540,-1.540,0,G2 V,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,0.134,0.045,-0.050,0,0.66631,25.15299,1176.1200000,57.1700000,-52.1900000
CoRoT-18 b,CoRoT-18,b,1,1,Transit,2011,2011-09,CoRoT,0.27 m CoRoT Telescope,14.680,2.020,-2.020,0,1102.82000,120.77000,-120.77000,0,2.200000,0.800000,-0.800000,0,1550,90,-90,0,86.500,1.400,-0.900,0,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,-0.170,0.060,-0.060,0,-4.18491,210.81910,764.8890000,27.6140000,-25.7840000
CoRoT-19 b,CoRoT-19,b,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,14.460,0.340,-0.340,0,352.78000,19.07000,-19.07000,0,0.710000,0.060000,-0.060000,0,2000,150,-150,0,88.000,0.700,-0.700,0,F9 V,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,0.544,0.024,-0.026,0,-5.26125,210.42057,790.6630000,26.7370000,-25.0710000
CoRoT-2 b,CoRoT-2,b,2,1,Transit,2008,2008-05,CoRoT,0.27 m CoRoT Telescope,16.432,0.471,-0.493,0,1102.82000,69.92000,-69.92000,0,1.470000,0.080000,-0.074000,0,1521,18,-18,0,88.080,0.180,-0.160,0,,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,-0.131,0.058,-0.117,0,-7.29102,38.26267,213.2830000,2.4850000,-2.4300000
CoRoT-20 b,CoRoT-20,b,1,2,Transit,2011,2012-02,CoRoT,0.27 m CoRoT Telescope,9.416,0.448,-0.448,0,1366.66900,63.56600,-63.56600,0,8.870000,1.100000,-1.100000,0,1024,16,-16,0,88.210,0.530,-0.530,0,G2 V,5880.00,90.00,-90.00,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.170,0.180,-0.180,0,-4.46860,210.38123,844.0610000,24.1710000,-22.8830000
CoRoT-20 c,CoRoT-20,c,1,2,Radial Velocity,2018,2018-11,Multiple Observatories,Multiple Telescopes,12.200,,,0,5403.11000,317.83000,-317.83000,0,16.400000,,,0,,,,,,,,,G2 V,4947.50,65.51,-52.50,0,1.37,0.03,-0.04,0,1.14,0.08,-0.08,0,0.006,0.028,-0.030,0,-4.46860,210.38123,844.0610000,24.1710000,-22.8830000
CoRoT-21 b,CoRoT-21,b,1,1,Transit,2012,2012-09,CoRoT,0.27 m CoRoT Telescope,14.572,1.569,-1.569,0,718.29580,98.52730,-98.52730,0,1.360000,0.480000,-0.480000,0,,,,,86.800,2.100,-2.100,0,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.705,,,0,-1.74447,212.37415,1398.8341969,286.4501849,-286.4501849
CoRoT-22 b,CoRoT-22,b,1,1,Transit,2014,2014-08,CoRoT,0.27 m CoRoT Telescope,4.880,0.170,-0.390,0,12.20000,14.00000,-8.80000,0,0.249000,1.000000,-0.097000,0,885,53,-280,0,89.749,0.032,-0.900,0,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,0.014,0.019,-0.019,0,4.77500,37.48307,627.1580000,11.1870000,-10.8080000
CoRoT-23 b,CoRoT-23,b,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,11.770,1.460,-1.460,0,889.90000,95.30000,-95.30000,0,3.000000,1.100000,-1.100000,0,1660,,,0,85.700,2.600,-1.500,0,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.087,0.040,-0.044,0,4.71959,35.41749,1060.9700000,45.4700000,-41.9400000
CoRoT-24 b,CoRoT-24,b,1,2,Transit,2014,2014-07,CoRoT,0.27 m CoRoT Telescope,3.700,0.400,-0.400,0,5.70000,,,1,0.900000,,,1,1070,140,-140,0,86.500,2.000,-2.000,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,-0.601,0.025,-0.027,0,-2.52763,215.81744,591.5550000,16.0430000,-15.2320000
CoRoT-24 c,CoRoT-24,c,1,2,Transit,2014,2014-07,CoRoT,0.27 m CoRoT Telescope,5.000,0.500,-0.500,0,28.00000,11.00000,-11.00000,0,1.300000,0.500000,-0.400000,0,850,80,-80,0,89.000,1.000,-1.600,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,-0.601,0.025,-0.027,0,-2.52763,215.81744,591.5550000,16.0430000,-15.2320000
CoRoT-25 b,CoRoT-25,b,1,1,Transit,2013,2013-07,CoRoT,0.27 m CoRoT Telescope,12.110,3.400,-1.120,0,85.81000,12.71000,-12.71000,0,0.150000,0.150000,-0.060000,0,1330,80,-40,0,84.500,0.800,-0.300,0,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,0.141,0.039,-0.042,0,4.94113,37.73014,1103.4800000,44.2800000,-41.0500000
CoRoT-26 b,CoRoT-26,b,1,1,Transit,2013,2013-07,CoRoT,0.27 m CoRoT Telescope,14.120,1.460,-0.780,0,165.26000,15.89000,-15.89000,0,0.280000,0.090000,-0.070000,0,1600,80,-70,0,86.800,2.200,-1.000,0,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.451,,,0,5.92600,37.74453,1045.1800000,,
CoRoT-27 b,CoRoT-27,b,1,1,Transit,2014,2014-02,CoRoT,0.27 m CoRoT Telescope,11.287,0.493,-0.493,0,3302.11000,174.80000,-174.80000,0,12.600000,1.920000,-1.670000,0,1500,130,-130,0,86.700,1.200,-0.870,0,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.166,0.056,-0.064,0,6.39649,35.89455,1010.2800000,69.2600000,-61.0360000
CoRoT-28 b,CoRoT-28,b,1,1,Transit,2015,2015-07,CoRoT,0.27 m CoRoT Telescope,10.705,0.740,-0.740,0,153.82972,27.65121,-27.65121,0,0.690000,0.270000,-0.270000,0,,,,,88.100,0.800,-0.800,0,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.388,0.021,-0.022,0,6.24131,36.01305,766.1830000,14.6850000,-14.1520000
CoRoT-29 b,CoRoT-29,b,1,1,Transit,2015,2015-07,CoRoT,0.27 m CoRoT Telescope,10.088,1.793,-1.793,0,270.15550,63.56600,-63.56600,0,1.450000,0.740000,-0.740000,0,,,,,87.300,2.700,-2.700,0,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,-0.094,,,0,6.45872,36.92336,806.5070000,44.0270000,-39.7600000
CoRoT-3 b,CoRoT-3,b,1,1,Transit,2008,2008-12,CoRoT,0.27 m CoRoT Telescope,11.320,0.780,-0.780,0,6883.91000,317.80000,-317.80000,0,26.400000,5.600000,-5.600000,0,1695,57,-57,0,85.900,0.800,-0.800,0,F3 V,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,0.391,0.036,-0.039,0,-8.12065,37.26302,768.7710000,30.7910000,-28.5450000
CoRoT-30 b,CoRoT-30,b,1,1,Transit,2020,2020-03,CoRoT,0.27 m CoRoT Telescope,11.310,0.852,-0.852,0,921.70700,69.92260,-69.92260,0,3.450000,0.650000,-0.650000,0,,,,,90.000,0.560,-0.560,0,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,-0.197,0.043,-0.047,0,7.77355,36.66096,1032.2300000,48.5700000,-44.4670000
CoRoT-31 b,CoRoT-31,b,1,1,Transit,2020,2020-03,CoRoT,0.27 m CoRoT Telescope,16.365,3.363,-3.363,0,266.97720,108.06220,-108.06220,0,0.330000,0.180000,-0.180000,0,,,,,83.200,2.300,-2.300,0,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.398,0.075,-0.090,0,-9.16321,213.22491,2005.7600000,169.7900000,-145.7100000
CoRoT-35 b,CoRoT-35,b,1,1,Transit,2022,2022-07,CoRoT,0.27 m CoRoT Telescope,18.831,1.233,-1.233,0,349.61125,117.59651,-117.59651,0,0.290000,0.110000,-0.110000,0,1747,62,-62,0,84.100,0.100,-0.100,0,F6 V,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,0.362,,,0,-7.00809,33.40059,1123.2100000,55.9000000,-50.9200000
CoRoT-36 b,CoRoT-36,b,1,1,Transit,2022,2022-07,CoRoT,0.27 m CoRoT Telescope,15.805,1.569,-1.569,0,216.12332,149.37935,-136.66622,1,0.250000,0.170000,-0.170000,0,1567,35,-35,0,85.830,0.260,-0.260,0,F3 V,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,0.813,0.037,-0.030,0,7.79576,37.04172,925.9580000,27.7960000,-26.2470000
CoRoT-4 b,CoRoT-4,b,1,1,Transit,2008,2008-09,CoRoT,0.27 m CoRoT Telescope,13.340,0.670,-0.560,0,228.83000,25.43000,-25.43000,0,0.525000,0.150000,-0.150000,0,1074,19,-19,0,90.000,0.000,-0.085,0,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,0.185,0.022,-0.023,0,-0.89847,213.22759,726.4120000,15.1810000,-14.5820000
CoRoT-5 b,CoRoT-5,b,1,1,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,15.558,0.516,-0.527,0,148.42000,14.93700,-7.62800,0,0.217000,0.031000,-0.025000,0,1438,39,-39,0,85.830,0.990,-1.380,0,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,0.180,0.050,-0.050,0,-1.03620,211.48472,882.4720000,25.6200000,-25.6200000
CoRoT-6 b,CoRoT-6,b,1,1,Transit,2009,2010-03,CoRoT,0.27 m CoRoT Telescope,13.068,0.392,-0.392,0,940.74000,108.06000,-108.06000,0,2.320000,0.310000,-0.310000,0,1017,19,-19,0,89.070,0.300,-0.300,0,F9 V,6090.00,70.00,-70.00,0,1.03,0.03,-0.03,0,1.05,0.05,-0.05,0,0.026,0.020,-0.021,0,4.61580,38.06304,645.2940000,12.4530000,-11.9970000
CoRoT-7 b,CoRoT-7,b,1,3,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,1.681,0.112,-0.112,0,4.07661,1.01982,-1.01982,0,9.355000,0.235000,-0.235000,0,1756,27,-27,0,80.100,0.300,-0.300,0,G9 V,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,-0.289,0.021,-0.015,0,-2.17853,213.01042,159.9060000,0.9170000,-0.9060000
CoRoT-7 c,CoRoT-7,c,1,3,Radial Velocity,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,2.830,,,0,8.40000,0.90000,-0.90000,0,2.040000,,,0,,,,,80.000,,,0,G9 V,5256.00,91.33,-130.85,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0,-2.17853,213.01042,159.9060000,0.9170000,-0.9060000
CoRoT-7 d,CoRoT-7,d,1,3,Radial Velocity,2022,2022-07,La Silla Observatory,3.6 m ESO Telescope,4.310,,,0,17.14200,2.55200,-2.55200,0,1.180000,,,0,,,,,,,,,G9 V,5250.00,60.00,-60.00,0,0.84,0.01,-0.01,0,0.92,0.02,-0.02,0,-0.292,0.004,-0.004,0,-2.17853,213.01042,159.9060000,0.9170000,-0.9060000
CoRoT-8 b,CoRoT-8,b,1,1,Transit,2010,2010-09,CoRoT,0.27 m CoRoT Telescope,6.390,0.220,-0.220,0,69.92000,9.53000,-9.53000,0,1.600000,0.100000,-0.100000,0,870,14,-14,0,88.400,0.100,-0.100,0,K1 V,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,-0.400,0.050,-0.050,0,-7.10426,38.21286,322.0370000,2.7140000,-2.7140000
CoRoT-9 b,CoRoT-9,b,2,1,Transit,2009,2010-03,CoRoT,0.27 m CoRoT Telescope,11.949,0.841,-0.706,0,266.97720,15.89150,-15.89150,0,0.860000,0.180000,-0.160000,0,420,16,-16,0,89.900,0.066,-0.084,0,G3 V,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,-0.254,0.012,-0.012,0,4.66217,37.52335,412.9800000,4.7250000,-4.6220000
CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,Transit,2017,2018-01,CoRoT,0.27 m CoRoT Telescope,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,1.100000,1.300000,-0.800000,0,938,65,-52,0,89.000,0.500,-0.500,0,G0 VI,5970.00,100.00,-100.00,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,-0.155,0.109,-0.146,0,1.86373,203.48237,576.6830000,10.4360000,-10.4360000
DE CVn b,DE CVn,b,2,1,Eclipse Timing Variations,2018,2018-11,Multiple Facilities,Multiple Telescopes,12.400,,,0,3823.27330,955.81833,-955.81833,0,11.000000,,,0,,,,,86.000,,,0,,3579.00,157.00,-157.00,0,0.42,0.01,-0.01,0,0.51,,,0,-1.574,0.092,-0.117,0,70.27803,104.28761,30.5225000,0.0284000,-0.0285000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,Astrometry,2013,2013-08,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,11.900,,,0,9057.77000,603.85000,-603.85000,0,29.500000,,,0,,,,,56.600,1.900,-2.100,0,L1.5,,,,,,,,,0.07,0.01,-0.01,0,,,,,-6.82669,265.61638,20.7700000,0.0800000,-0.0800000
DH Tau b,DH Tau,b,1,1,Imaging,2004,2005-02,Subaru Telescope,8.2 m Subaru Telescope,30.264,8.967,-8.967,0,3496.00000,3178.00000,-953.00000,0,0.693000,,,0,2200,,,0,,,,,M0.5,4371.00,137.00,-137.00,0,0.27,0.07,-0.07,0,0.33,,,0,-0.212,,,0,-14.93888,171.89958,134.8460000,1.2820000,-1.2580000
DMPP-1 b,DMPP-1,b,1,4,Radial Velocity,2019,2019-12,La Silla Observatory,3.6 m ESO Telescope,5.290,,,0,24.27000,1.16000,-1.59000,0,0.901000,,,0,877,,,0,,,,,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,-19.05301,215.35863,62.5388000,0.1782000,-0.1773000
DMPP-1 c,DMPP-1,c,1,4,Radial Velocity,2019,2019-12,La Silla Observatory,3.6 m ESO Telescope,3.060,,,0,9.60000,0.53000,-1.58000,0,1.840000,,,0,1239,,,0,,,,,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,-19.05301,215.35863,62.5388000,0.1782000,-0.1773000
DMPP-1 d,DMPP-1,d,1,4,Radial Velocity,2019,2019-12,La Silla Observatory,3.6 m ESO Telescope,1.650,,,0,3.35000,0.38000,-0.34000,0,4.100000,,,0,1632,,,0,,,,,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,-19.05301,215.35863,62.5388000,0.1782000,-0.1773000
DMPP-1 e,DMPP-1,e,1,4,Radial Velocity,2019,2019-12,La Silla Observatory,3.6 m ESO Telescope,1.860,,,0,4.13000,0.66000,-1.14000,0,3.530000,,,0,1314,,,0,,,,,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,-19.05301,215.35863,62.5388000,0.1782000,-0.1773000
DMPP-2 b,DMPP-2,b,1,1,Radial Velocity,2019,2019-12,Multiple Facilities,Multiple Telescopes,14.300,,,0,138.89171,9.53490,-18.75197,0,0.261000,,,0,1000,,,0,,,,,F5 V,6500.00,100.00,-100.00,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,0.104,0.052,-0.058,0,-75.53420,246.92255,137.9400000,0.6810000,-0.6750000
